Horodate;P Soutiree (kW)
14.01.2024 20:30;154197
14.01.2024 20:40;152552
14.01.2024 20:50;151269
14.01.2024 21:00;141943
14.01.2024 21:10;141071
14.01.2024 21:20;141175
14.01.2024 21:30;141971
14.01.2024 21:40;140999
14.01.2024 21:50;141726
14.01.2024 22:00;139348
14.01.2024 22:10;142508
14.01.2024 22:20;142190
14.01.2024 22:30;140962
14.01.2024 22:40;143177
14.01.2024 22:50;143594
14.01.2024 23:00;139777
14.01.2024 23:10;141044
14.01.2024 23:20;141034
14.01.2024 23:30;140778
14.01.2024 23:40;143432
14.01.2024 23:50;141897
15.01.2024 00:00;158723
15.01.2024 00:10;156114
15.01.2024 00:20;160073
15.01.2024 00:30;157261
15.01.2024 00:40;159210
15.01.2024 00:50;159536
15.01.2024 01:00;161161
15.01.2024 01:10;157157
15.01.2024 01:20;154591
15.01.2024 01:30;159396
15.01.2024 01:40;161821
15.01.2024 01:50;160978
15.01.2024 02:00;159434
15.01.2024 02:10;158383
15.01.2024 02:20;160331
15.01.2024 02:30;157660
15.01.2024 02:40;159835
15.01.2024 02:50;159878
15.01.2024 03:00;160710
15.01.2024 03:10;163259
15.01.2024 03:20;159709
15.01.2024 03:30;158357
15.01.2024 03:40;159082
15.01.2024 03:50;156466
15.01.2024 04:00;158078
15.01.2024 04:10;158506
15.01.2024 04:20;158334
15.01.2024 04:30;159349
15.01.2024 04:40;157886
15.01.2024 04:50;160802
15.01.2024 05:00;159120
15.01.2024 05:10;161146
15.01.2024 05:20;162708
15.01.2024 05:30;165473
15.01.2024 05:40;168518
15.01.2024 05:50;168019
15.01.2024 06:00;170373
15.01.2024 06:10;172944
15.01.2024 06:20;173421
15.01.2024 06:30;176251
15.01.2024 06:40;178806
15.01.2024 06:50;182872
15.01.2024 07:00;183994
15.01.2024 07:10;185250
15.01.2024 07:20;187596
15.01.2024 07:30;187474
15.01.2024 07:40;189626
15.01.2024 07:50;190245
15.01.2024 08:00;192158
15.01.2024 08:10;192246
15.01.2024 08:20;190822
15.01.2024 08:30;195639
15.01.2024 08:40;199334
15.01.2024 08:50;199949
15.01.2024 09:00;201368
15.01.2024 09:10;201774
15.01.2024 09:20;200053
15.01.2024 09:30;200216
15.01.2024 09:40;198994
15.01.2024 09:50;199446
15.01.2024 10:00;200844
15.01.2024 10:10;201726
15.01.2024 10:20;199711
15.01.2024 10:30;199245
15.01.2024 10:40;199921
15.01.2024 10:50;200822
15.01.2024 11:00;197754
15.01.2024 11:10;196476
15.01.2024 11:20;199094
15.01.2024 11:30;198089
15.01.2024 11:40;199158
15.01.2024 11:50;199698
15.01.2024 12:00;191080
15.01.2024 12:10;193939
15.01.2024 12:20;192250
15.01.2024 12:30;192211
15.01.2024 12:40;192693
15.01.2024 12:50;190052
15.01.2024 13:00;199439
15.01.2024 13:10;197766
15.01.2024 13:20;198886
15.01.2024 13:30;196272
15.01.2024 13:40;195549
15.01.2024 13:50;199107
15.01.2024 14:00;198445
15.01.2024 14:10;196527
15.01.2024 14:20;196576
15.01.2024 14:30;199568
15.01.2024 14:40;196096
15.01.2024 14:50;200344
15.01.2024 15:00;196529
15.01.2024 15:10;198838
15.01.2024 15:20;197387
15.01.2024 15:30;198785
15.01.2024 15:40;197064
15.01.2024 15:50;197636
15.01.2024 16:00;197941
15.01.2024 16:10;196377
15.01.2024 16:20;198991
15.01.2024 16:30;197110
15.01.2024 16:40;197537
15.01.2024 16:50;196388
15.01.2024 17:00;189956
15.01.2024 17:10;193513
15.01.2024 17:20;197419
15.01.2024 17:30;194977
15.01.2024 17:40;193771
15.01.2024 17:50;193406
15.01.2024 18:00;193834
15.01.2024 18:10;194621
15.01.2024 18:20;192029
15.01.2024 18:30;195471
15.01.2024 18:40;194873
15.01.2024 18:50;194877
15.01.2024 19:00;180178
15.01.2024 19:10;179549
15.01.2024 19:20;180529
15.01.2024 19:30;180408
15.01.2024 19:40;178989
15.01.2024 19:50;178660
15.01.2024 20:00;179673
15.01.2024 20:10;181844
15.01.2024 20:20;177661
15.01.2024 20:30;177319
15.01.2024 20:40;179767
15.01.2024 20:50;179596
15.01.2024 21:00;167540
15.01.2024 21:10;167646
15.01.2024 21:20;166945
15.01.2024 21:30;169515
15.01.2024 21:40;164879
15.01.2024 21:50;166037
15.01.2024 22:00;167125
15.01.2024 22:10;164815
15.01.2024 22:20;167016
15.01.2024 22:30;169772
15.01.2024 22:40;167311
15.01.2024 22:50;167626
15.01.2024 23:00;165390
15.01.2024 23:10;166355
15.01.2024 23:20;166717
15.01.2024 23:30;166803
15.01.2024 23:40;169202
15.01.2024 23:50;168117
16.01.2024 00:00;157453
16.01.2024 00:10;159490
16.01.2024 00:20;159867
16.01.2024 00:30;160830
16.01.2024 00:40;161491
16.01.2024 00:50;157597
16.01.2024 01:00;157904
16.01.2024 01:10;157234
16.01.2024 01:20;158769
16.01.2024 01:30;159820
16.01.2024 01:40;160601
16.01.2024 01:50;159006
16.01.2024 02:00;158640
16.01.2024 02:10;159348
16.01.2024 02:20;157867
16.01.2024 02:30;162254
16.01.2024 02:40;156709
16.01.2024 02:50;159397
16.01.2024 03:00;162155
16.01.2024 03:10;159130
16.01.2024 03:20;158835
16.01.2024 03:30;158584
16.01.2024 03:40;158849
16.01.2024 03:50;161179
16.01.2024 04:00;155802
16.01.2024 04:10;161420
16.01.2024 04:20;156984
16.01.2024 04:30;158720
16.01.2024 04:40;158476
16.01.2024 04:50;160003
16.01.2024 05:00;156723
16.01.2024 05:10;161853
16.01.2024 05:20;166236
16.01.2024 05:30;163195
16.01.2024 05:40;167565
16.01.2024 05:50;168327
16.01.2024 06:00;171999
16.01.2024 06:10;173429
16.01.2024 06:20;174478
16.01.2024 06:30;178212
16.01.2024 06:40;182227
16.01.2024 06:50;181274
16.01.2024 07:00;184680
16.01.2024 07:10;183020
16.01.2024 07:20;184885
16.01.2024 07:30;188389
16.01.2024 07:40;191266
16.01.2024 07:50;190933
16.01.2024 08:00;191290
16.01.2024 08:10;193119
16.01.2024 08:20;192604
16.01.2024 08:30;196747
16.01.2024 08:40;198523
16.01.2024 08:50;197882
16.01.2024 09:00;199215
16.01.2024 09:10;200319
16.01.2024 09:20;199265
16.01.2024 09:30;199821
16.01.2024 09:40;203070
16.01.2024 09:50;199549
16.01.2024 10:00;199382
16.01.2024 10:10;198949
16.01.2024 10:20;201036
16.01.2024 10:30;199648
16.01.2024 10:40;198946
16.01.2024 10:50;201902
16.01.2024 11:00;202049
16.01.2024 11:10;199019
16.01.2024 11:20;197120
16.01.2024 11:30;201431
16.01.2024 11:40;198893
16.01.2024 11:50;201106
16.01.2024 12:00;188805
16.01.2024 12:10;193099
16.01.2024 12:20;189943
16.01.2024 12:30;192856
16.01.2024 12:40;191781
16.01.2024 12:50;190329
16.01.2024 13:00;197269
16.01.2024 13:10;198909
16.01.2024 13:20;198039
16.01.2024 13:30;198757
16.01.2024 13:40;200845
16.01.2024 13:50;195534
16.01.2024 14:00;200306
16.01.2024 14:10;198037
16.01.2024 14:20;196532
16.01.2024 14:30;195885
16.01.2024 14:40;197596
16.01.2024 14:50;199262
16.01.2024 15:00;197689
16.01.2024 15:10;200147
16.01.2024 15:20;195703
16.01.2024 15:30;197862
16.01.2024 15:40;196001
16.01.2024 15:50;198425
16.01.2024 16:00;199210
16.01.2024 16:10;197249
16.01.2024 16:20;193974
16.01.2024 16:30;198178
16.01.2024 16:40;198535
16.01.2024 16:50;198486
16.01.2024 17:00;195654
16.01.2024 17:10;192193
16.01.2024 17:20;194820
16.01.2024 17:30;195589
16.01.2024 17:40;191132
16.01.2024 17:50;194279
16.01.2024 18:00;193044
16.01.2024 18:10;193678
16.01.2024 18:20;194322
16.01.2024 18:30;193069
16.01.2024 18:40;192786
16.01.2024 18:50;193851
16.01.2024 19:00;177889
16.01.2024 19:10;177891
16.01.2024 19:20;180539
16.01.2024 19:30;177797
16.01.2024 19:40;180519
16.01.2024 19:50;180214
16.01.2024 20:00;176931
16.01.2024 20:10;178504
16.01.2024 20:20;181311
16.01.2024 20:30;178048
16.01.2024 20:40;178823
16.01.2024 20:50;180213
16.01.2024 21:00;168455
16.01.2024 21:10;166903
16.01.2024 21:20;166384
16.01.2024 21:30;169414
16.01.2024 21:40;169888
16.01.2024 21:50;168748
16.01.2024 22:00;167408
16.01.2024 22:10;166068
16.01.2024 22:20;166034
16.01.2024 22:30;168064
16.01.2024 22:40;167908
16.01.2024 22:50;169382
16.01.2024 23:00;168256
16.01.2024 23:10;165025
16.01.2024 23:20;168858
16.01.2024 23:30;165783
16.01.2024 23:40;166704
16.01.2024 23:50;167655
17.01.2024 00:00;162114
17.01.2024 00:10;163785
17.01.2024 00:20;160030
17.01.2024 00:30;158845
17.01.2024 00:40;159922
17.01.2024 00:50;160451
17.01.2024 01:00;158639
17.01.2024 01:10;161813
17.01.2024 01:20;159465
17.01.2024 01:30;159867
17.01.2024 01:40;160119
17.01.2024 01:50;159752
17.01.2024 02:00;160378
17.01.2024 02:10;158194
17.01.2024 02:20;158283
17.01.2024 02:30;157470
17.01.2024 02:40;159779
17.01.2024 02:50;160288
17.01.2024 03:00;159807
17.01.2024 03:10;161632
17.01.2024 03:20;159112
17.01.2024 03:30;160123
17.01.2024 03:40;157482
17.01.2024 03:50;158539
17.01.2024 04:00;160163
17.01.2024 04:10;160394
17.01.2024 04:20;158679
17.01.2024 04:30;159013
17.01.2024 04:40;156843
17.01.2024 04:50;158584
17.01.2024 05:00;160456
17.01.2024 05:10;162023
17.01.2024 05:20;163951
17.01.2024 05:30;165315
17.01.2024 05:40;167291
17.01.2024 05:50;168330
17.01.2024 06:00;172408
17.01.2024 06:10;174031
17.01.2024 06:20;176178
17.01.2024 06:30;176691
17.01.2024 06:40;176290
17.01.2024 06:50;183206
17.01.2024 07:00;182882
17.01.2024 07:10;183666
17.01.2024 07:20;187360
17.01.2024 07:30;187092
17.01.2024 07:40;190630
17.01.2024 07:50;191326
17.01.2024 08:00;192785
17.01.2024 08:10;191071
17.01.2024 08:20;196298
17.01.2024 08:30;196232
17.01.2024 08:40;196646
17.01.2024 08:50;198775
17.01.2024 09:00;197256
17.01.2024 09:10;200533
17.01.2024 09:20;198376
17.01.2024 09:30;197891
17.01.2024 09:40;197636
17.01.2024 09:50;201589
17.01.2024 10:00;198976
17.01.2024 10:10;202221
17.01.2024 10:20;199116
17.01.2024 10:30;197359
17.01.2024 10:40;198245
17.01.2024 10:50;201774
17.01.2024 11:00;199686
17.01.2024 11:10;199098
17.01.2024 11:20;200160
17.01.2024 11:30;200673
17.01.2024 11:40;201596
17.01.2024 11:50;202093
17.01.2024 12:00;191220
17.01.2024 12:10;189771
17.01.2024 12:20;191140
17.01.2024 12:30;192150
17.01.2024 12:40;190314
17.01.2024 12:50;190324
17.01.2024 13:00;198396
17.01.2024 13:10;197807
17.01.2024 13:20;197929
17.01.2024 13:30;196742
17.01.2024 13:40;197534
17.01.2024 13:50;196494
17.01.2024 14:00;199215
17.01.2024 14:10;199433
17.01.2024 14:20;195111
17.01.2024 14:30;196486
17.01.2024 14:40;195635
17.01.2024 14:50;196905
17.01.2024 15:00;197755
17.01.2024 15:10;195706
17.01.2024 15:20;196497
17.01.2024 15:30;196374
17.01.2024 15:40;198191
17.01.2024 15:50;197984
17.01.2024 16:00;196797
17.01.2024 16:10;198145
17.01.2024 16:20;197060
17.01.2024 16:30;197473
17.01.2024 16:40;200390
17.01.2024 16:50;199891
17.01.2024 17:00;191851
17.01.2024 17:10;195045
17.01.2024 17:20;195017
17.01.2024 17:30;192078
17.01.2024 17:40;195028
17.01.2024 17:50;196107
17.01.2024 18:00;192116
17.01.2024 18:10;192424
17.01.2024 18:20;195326
17.01.2024 18:30;194207
17.01.2024 18:40;194627
17.01.2024 18:50;194311
17.01.2024 19:00;180106
17.01.2024 19:10;177530
17.01.2024 19:20;181091
17.01.2024 19:30;181274
17.01.2024 19:40;179176
17.01.2024 19:50;179455
17.01.2024 20:00;177223
17.01.2024 20:10;180291
17.01.2024 20:20;180378
17.01.2024 20:30;179427
17.01.2024 20:40;181207
17.01.2024 20:50;179019
17.01.2024 21:00;168127
17.01.2024 21:10;165751
17.01.2024 21:20;167245
17.01.2024 21:30;167018
17.01.2024 21:40;167618
17.01.2024 21:50;166726
17.01.2024 22:00;167083
17.01.2024 22:10;168519
17.01.2024 22:20;166625
17.01.2024 22:30;164870
17.01.2024 22:40;169904
17.01.2024 22:50;169352
17.01.2024 23:00;165342
17.01.2024 23:10;168315
17.01.2024 23:20;166526
17.01.2024 23:30;167675
17.01.2024 23:40;167721
17.01.2024 23:50;166928
18.01.2024 00:00;157944
18.01.2024 00:10;158084
18.01.2024 00:20;157746
18.01.2024 00:30;157872
18.01.2024 00:40;159019
18.01.2024 00:50;158046
18.01.2024 01:00;160143
18.01.2024 01:10;161351
18.01.2024 01:20;158250
18.01.2024 01:30;159479
18.01.2024 01:40;159870
18.01.2024 01:50;159828
18.01.2024 02:00;159234
18.01.2024 02:10;160234
18.01.2024 02:20;159843
18.01.2024 02:30;157264
18.01.2024 02:40;160424
18.01.2024 02:50;160451
18.01.2024 03:00;157975
18.01.2024 03:10;159177
18.01.2024 03:20;160145
18.01.2024 03:30;158806
18.01.2024 03:40;160729
18.01.2024 03:50;162666
18.01.2024 04:00;157941
18.01.2024 04:10;157048
18.01.2024 04:20;159576
18.01.2024 04:30;160202
18.01.2024 04:40;158774
18.01.2024 04:50;161300
18.01.2024 05:00;157112
18.01.2024 05:10;162199
18.01.2024 05:20;162291
18.01.2024 05:30;167819
18.01.2024 05:40;170269
18.01.2024 05:50;168170
18.01.2024 06:00;170536
18.01.2024 06:10;174689
18.01.2024 06:20;174859
18.01.2024 06:30;177412
18.01.2024 06:40;179558
18.01.2024 06:50;178680
18.01.2024 07:00;183579
18.01.2024 07:10;183925
18.01.2024 07:20;185580
18.01.2024 07:30;189845
18.01.2024 07:40;187155
18.01.2024 07:50;191620
18.01.2024 08:00;191342
18.01.2024 08:10;192700
18.01.2024 08:20;195666
18.01.2024 08:30;196350
18.01.2024 08:40;198056
18.01.2024 08:50;200012
18.01.2024 09:00;199423
18.01.2024 09:10;199002
18.01.2024 09:20;198292
18.01.2024 09:30;198682
18.01.2024 09:40;204344
18.01.2024 09:50;201787
18.01.2024 10:00;197893
18.01.2024 10:10;197936
18.01.2024 10:20;200643
18.01.2024 10:30;200741
18.01.2024 10:40;200743
18.01.2024 10:50;199538
18.01.2024 11:00;199732
18.01.2024 11:10;200412
18.01.2024 11:20;200049
18.01.2024 11:30;196591
18.01.2024 11:40;199575
18.01.2024 11:50;198643
18.01.2024 12:00;192023
18.01.2024 12:10;196238
18.01.2024 12:20;192311
18.01.2024 12:30;191290
18.01.2024 12:40;193143
18.01.2024 12:50;192484
18.01.2024 13:00;198510
18.01.2024 13:10;198790
18.01.2024 13:20;200965
18.01.2024 13:30;196184
18.01.2024 13:40;198590
18.01.2024 13:50;196490
18.01.2024 14:00;198713
18.01.2024 14:10;196502
18.01.2024 14:20;197254
18.01.2024 14:30;197437
18.01.2024 14:40;199344
18.01.2024 14:50;199258
18.01.2024 15:00;196011
18.01.2024 15:10;197962
18.01.2024 15:20;196816
18.01.2024 15:30;195992
18.01.2024 15:40;197554
18.01.2024 15:50;197417
18.01.2024 16:00;201520
18.01.2024 16:10;198529
18.01.2024 16:20;195814
18.01.2024 16:30;197033
18.01.2024 16:40;199412
18.01.2024 16:50;201013
18.01.2024 17:00;191421
18.01.2024 17:10;190980
18.01.2024 17:20;196606
18.01.2024 17:30;194384
18.01.2024 17:40;192498
18.01.2024 17:50;194602
18.01.2024 18:00;189846
18.01.2024 18:10;193805
18.01.2024 18:20;194292
18.01.2024 18:30;195186
18.01.2024 18:40;192279
18.01.2024 18:50;193929
18.01.2024 19:00;178132
18.01.2024 19:10;179903
18.01.2024 19:20;178177
18.01.2024 19:30;178908
18.01.2024 19:40;178026
18.01.2024 19:50;180497
18.01.2024 20:00;180808
18.01.2024 20:10;179168
18.01.2024 20:20;179577
18.01.2024 20:30;177347
18.01.2024 20:40;179070
18.01.2024 20:50;179445
18.01.2024 21:00;171211
18.01.2024 21:10;165612
18.01.2024 21:20;169476
18.01.2024 21:30;168775
18.01.2024 21:40;167701
18.01.2024 21:50;169918
18.01.2024 22:00;167838
18.01.2024 22:10;167864
18.01.2024 22:20;167200
18.01.2024 22:30;169115
18.01.2024 22:40;168925
18.01.2024 22:50;166341
18.01.2024 23:00;165301
18.01.2024 23:10;166976
18.01.2024 23:20;166080
18.01.2024 23:30;167185
18.01.2024 23:40;169136
18.01.2024 23:50;166594
19.01.2024 00:00;159056
19.01.2024 00:10;159207
19.01.2024 00:20;160393
19.01.2024 00:30;155750
19.01.2024 00:40;158210
19.01.2024 00:50;159437
19.01.2024 01:00;160920
19.01.2024 01:10;158382
19.01.2024 01:20;156305
19.01.2024 01:30;160050
19.01.2024 01:40;158167
19.01.2024 01:50;157336
19.01.2024 02:00;158183
19.01.2024 02:10;158843
19.01.2024 02:20;158213
19.01.2024 02:30;155812
19.01.2024 02:40;160466
19.01.2024 02:50;161032
19.01.2024 03:00;160097
19.01.2024 03:10;157413
19.01.2024 03:20;158818
19.01.2024 03:30;159110
19.01.2024 03:40;160018
19.01.2024 03:50;160123
19.01.2024 04:00;158019
19.01.2024 04:10;159243
19.01.2024 04:20;159806
19.01.2024 04:30;161304
19.01.2024 04:40;160177
19.01.2024 04:50;160304
19.01.2024 05:00;159246
19.01.2024 05:10;163276
19.01.2024 05:20;163815
19.01.2024 05:30;163948
19.01.2024 05:40;169385
19.01.2024 05:50;170367
19.01.2024 06:00;170695
19.01.2024 06:10;172681
19.01.2024 06:20;175885
19.01.2024 06:30;178175
19.01.2024 06:40;179816
19.01.2024 06:50;182027
19.01.2024 07:00;186150
19.01.2024 07:10;186567
19.01.2024 07:20;186606
19.01.2024 07:30;189092
19.01.2024 07:40;187491
19.01.2024 07:50;190997
19.01.2024 08:00;194474
19.01.2024 08:10;192793
19.01.2024 08:20;193209
19.01.2024 08:30;194862
19.01.2024 08:40;195566
19.01.2024 08:50;197383
19.01.2024 09:00;199364
19.01.2024 09:10;197812
19.01.2024 09:20;199943
19.01.2024 09:30;201273
19.01.2024 09:40;198558
19.01.2024 09:50;202199
19.01.2024 10:00;200686
19.01.2024 10:10;201466
19.01.2024 10:20;198933
19.01.2024 10:30;201202
19.01.2024 10:40;198282
19.01.2024 10:50;201255
19.01.2024 11:00;200178
19.01.2024 11:10;200750
19.01.2024 11:20;198157
19.01.2024 11:30;198577
19.01.2024 11:40;200816
19.01.2024 11:50;198497
19.01.2024 12:00;192455
19.01.2024 12:10;189709
19.01.2024 12:20;193032
19.01.2024 12:30;189911
19.01.2024 12:40;192588
19.01.2024 12:50;192698
19.01.2024 13:00;196835
19.01.2024 13:10;198753
19.01.2024 13:20;198271
19.01.2024 13:30;197072
19.01.2024 13:40;196367
19.01.2024 13:50;194936
19.01.2024 14:00;198404
19.01.2024 14:10;195533
19.01.2024 14:20;198023
19.01.2024 14:30;197485
19.01.2024 14:40;198899
19.01.2024 14:50;197427
19.01.2024 15:00;197386
19.01.2024 15:10;198978
19.01.2024 15:20;198383
19.01.2024 15:30;198354
19.01.2024 15:40;198584
19.01.2024 15:50;195577
19.01.2024 16:00;199015
19.01.2024 16:10;198799
19.01.2024 16:20;196355
19.01.2024 16:30;197514
19.01.2024 16:40;197821
19.01.2024 16:50;197678
19.01.2024 17:00;194301
19.01.2024 17:10;195947
19.01.2024 17:20;195423
19.01.2024 17:30;191832
19.01.2024 17:40;194733
19.01.2024 17:50;195793
19.01.2024 18:00;194380
19.01.2024 18:10;195436
19.01.2024 18:20;196818
19.01.2024 18:30;195336
19.01.2024 18:40;194174
19.01.2024 18:50;195368
19.01.2024 19:00;179737
19.01.2024 19:10;179556
19.01.2024 19:20;178993
19.01.2024 19:30;181865
19.01.2024 19:40;178292
19.01.2024 19:50;181819
19.01.2024 20:00;180270
19.01.2024 20:10;177421
19.01.2024 20:20;180071
19.01.2024 20:30;176370
19.01.2024 20:40;180458
19.01.2024 20:50;180848
19.01.2024 21:00;166391
19.01.2024 21:10;167465
19.01.2024 21:20;170211
19.01.2024 21:30;166521
19.01.2024 21:40;165692
19.01.2024 21:50;169502
19.01.2024 22:00;170224
19.01.2024 22:10;167286
19.01.2024 22:20;168797
19.01.2024 22:30;169292
19.01.2024 22:40;166166
19.01.2024 22:50;166552
19.01.2024 23:00;169126
19.01.2024 23:10;169808
19.01.2024 23:20;168124
19.01.2024 23:30;165960
19.01.2024 23:40;170261
19.01.2024 23:50;166484
20.01.2024 00:00;134749
20.01.2024 00:10;135766
20.01.2024 00:20;137583
20.01.2024 00:30;136533
20.01.2024 00:40;135874
20.01.2024 00:50;135947
20.01.2024 01:00;135317
20.01.2024 01:10;136089
20.01.2024 01:20;131458
20.01.2024 01:30;134807
20.01.2024 01:40;135614
20.01.2024 01:50;133525
20.01.2024 02:00;135831
20.01.2024 02:10;134945
20.01.2024 02:20;137885
20.01.2024 02:30;137612
20.01.2024 02:40;134553
20.01.2024 02:50;135026
20.01.2024 03:00;135141
20.01.2024 03:10;134575
20.01.2024 03:20;135545
20.01.2024 03:30;134115
20.01.2024 03:40;133556
20.01.2024 03:50;136186
20.01.2024 04:00;136196
20.01.2024 04:10;134046
20.01.2024 04:20;136595
20.01.2024 04:30;134305
20.01.2024 04:40;135632
20.01.2024 04:50;136483
20.01.2024 05:00;135202
20.01.2024 05:10;137668
20.01.2024 05:20;137945
20.01.2024 05:30;140159
20.01.2024 05:40;141879
20.01.2024 05:50;142802
20.01.2024 06:00;145391
20.01.2024 06:10;145067
20.01.2024 06:20;148387
20.01.2024 06:30;150431
20.01.2024 06:40;152208
20.01.2024 06:50;153964
20.01.2024 07:00;155967
20.01.2024 07:10;157935
20.01.2024 07:20;159684
20.01.2024 07:30;158553
20.01.2024 07:40;158879
20.01.2024 07:50;160277
20.01.2024 08:00;162265
20.01.2024 08:10;163624
20.01.2024 08:20;164153
20.01.2024 08:30;164520
20.01.2024 08:40;166936
20.01.2024 08:50;169048
20.01.2024 09:00;170825
20.01.2024 09:10;169096
20.01.2024 09:20;169313
20.01.2024 09:30;168542
20.01.2024 09:40;169885
20.01.2024 09:50;168659
20.01.2024 10:00;170792
20.01.2024 10:10;167253
20.01.2024 10:20;169393
20.01.2024 10:30;170384
20.01.2024 10:40;170208
20.01.2024 10:50;173972
20.01.2024 11:00;170457
20.01.2024 11:10;168426
20.01.2024 11:20;169789
20.01.2024 11:30;167268
20.01.2024 11:40;169811
20.01.2024 11:50;168682
20.01.2024 12:00;164369
20.01.2024 12:10;162172
20.01.2024 12:20;162821
20.01.2024 12:30;162043
20.01.2024 12:40;165604
20.01.2024 12:50;162514
20.01.2024 13:00;170947
20.01.2024 13:10;169419
20.01.2024 13:20;168921
20.01.2024 13:30;168751
20.01.2024 13:40;168789
20.01.2024 13:50;165306
20.01.2024 14:00;167780
20.01.2024 14:10;169466
20.01.2024 14:20;168125
20.01.2024 14:30;166090
20.01.2024 14:40;168119
20.01.2024 14:50;170754
20.01.2024 15:00;170068
20.01.2024 15:10;168105
20.01.2024 15:20;169625
20.01.2024 15:30;167648
20.01.2024 15:40;165642
20.01.2024 15:50;166811
20.01.2024 16:00;170542
20.01.2024 16:10;167787
20.01.2024 16:20;167833
20.01.2024 16:30;167748
20.01.2024 16:40;171054
20.01.2024 16:50;170637
20.01.2024 17:00;168058
20.01.2024 17:10;164491
20.01.2024 17:20;165173
20.01.2024 17:30;162455
20.01.2024 17:40;166945
20.01.2024 17:50;162978
20.01.2024 18:00;165055
20.01.2024 18:10;163084
20.01.2024 18:20;163847
20.01.2024 18:30;163474
20.01.2024 18:40;163818
20.01.2024 18:50;163921
20.01.2024 19:00;151770
20.01.2024 19:10;153842
20.01.2024 19:20;150935
20.01.2024 19:30;152923
20.01.2024 19:40;154419
20.01.2024 19:50;151822
20.01.2024 20:00;151515
20.01.2024 20:10;152246
20.01.2024 20:20;154362
20.01.2024 20:30;152883
20.01.2024 20:40;151795
20.01.2024 20:50;153318
20.01.2024 21:00;140535
20.01.2024 21:10;143210
20.01.2024 21:20;142801
20.01.2024 21:30;141726
20.01.2024 21:40;140930
20.01.2024 21:50;140858
20.01.2024 22:00;142990
20.01.2024 22:10;144031
20.01.2024 22:20;141232
20.01.2024 22:30;142876
20.01.2024 22:40;139057
20.01.2024 22:50;141311
20.01.2024 23:00;142141
20.01.2024 23:10;140823
20.01.2024 23:20;140783
20.01.2024 23:30;141186
20.01.2024 23:40;142626
20.01.2024 23:50;141907
21.01.2024 00:00;131895
21.01.2024 00:10;132071
21.01.2024 00:20;134342
21.01.2024 00:30;135939
21.01.2024 00:40;131131
21.01.2024 00:50;134502
21.01.2024 01:00;134463
21.01.2024 01:10;137335
21.01.2024 01:20;134674
21.01.2024 01:30;135826
21.01.2024 01:40;135464
21.01.2024 01:50;132056
21.01.2024 02:00;136404
21.01.2024 02:10;135575
21.01.2024 02:20;136014
21.01.2024 02:30;141141
21.01.2024 02:40;132126
21.01.2024 02:50;137839
21.01.2024 03:00;134821
21.01.2024 03:10;135683
21.01.2024 03:20;135184
21.01.2024 03:30;134616
21.01.2024 03:40;134397
21.01.2024 03:50;135746
21.01.2024 04:00;132976
21.01.2024 04:10;136378
21.01.2024 04:20;134628
21.01.2024 04:30;133557
21.01.2024 04:40;134577
21.01.2024 04:50;137138
21.01.2024 05:00;134449
21.01.2024 05:10;137524
21.01.2024 05:20;137624
21.01.2024 05:30;141591
21.01.2024 05:40;143216
21.01.2024 05:50;146695
21.01.2024 06:00;145393
21.01.2024 06:10;148393
21.01.2024 06:20;149271
21.01.2024 06:30;152802
21.01.2024 06:40;151514
21.01.2024 06:50;155444
21.01.2024 07:00;155768
21.01.2024 07:10;157120
21.01.2024 07:20;158510
21.01.2024 07:30;159906
21.01.2024 07:40;160510
21.01.2024 07:50;162162
21.01.2024 08:00;165363
21.01.2024 08:10;165630
21.01.2024 08:20;166612
21.01.2024 08:30;165781
21.01.2024 08:40;166286
21.01.2024 08:50;170209
21.01.2024 09:00;171246
21.01.2024 09:10;172141
21.01.2024 09:20;169026
21.01.2024 09:30;169588
21.01.2024 09:40;167473
21.01.2024 09:50;169343
21.01.2024 10:00;171427
21.01.2024 10:10;169232
21.01.2024 10:20;170893
21.01.2024 10:30;169646
21.01.2024 10:40;170418
21.01.2024 10:50;168210
21.01.2024 11:00;170060
21.01.2024 11:10;165445
21.01.2024 11:20;169652
21.01.2024 11:30;167486
21.01.2024 11:40;171741
21.01.2024 11:50;171098
21.01.2024 12:00;163696
21.01.2024 12:10;165278
21.01.2024 12:20;161573
21.01.2024 12:30;165617
21.01.2024 12:40;164394
21.01.2024 12:50;162641
21.01.2024 13:00;169901
21.01.2024 13:10;166539
21.01.2024 13:20;166961
21.01.2024 13:30;167285
21.01.2024 13:40;167405
21.01.2024 13:50;166613
21.01.2024 14:00;170033
21.01.2024 14:10;167810
21.01.2024 14:20;168727
21.01.2024 14:30;167342
21.01.2024 14:40;165467
21.01.2024 14:50;168603
21.01.2024 15:00;165330
21.01.2024 15:10;168095
21.01.2024 15:20;166146
21.01.2024 15:30;171179
21.01.2024 15:40;169565
21.01.2024 15:50;168357
21.01.2024 16:00;170094
21.01.2024 16:10;166929
21.01.2024 16:20;169013
21.01.2024 16:30;168498
21.01.2024 16:40;168594
21.01.2024 16:50;170107
21.01.2024 17:00;165829
21.01.2024 17:10;165163
21.01.2024 17:20;162248
21.01.2024 17:30;163290
21.01.2024 17:40;164546
21.01.2024 17:50;164870
21.01.2024 18:00;163035
21.01.2024 18:10;168348
21.01.2024 18:20;167005
21.01.2024 18:30;165633
21.01.2024 18:40;164838
